Retailer;Retailer ID;Invoice Date;Region;State;City;Product;Price per Unit;Units Sold;Total Sales;Operating Profit;Operating Margin;Sales Method
Kohl's;1128299;23/07/2021;Southeast;Virginia;Richmond;Women's Athletic Footwear;85.00;550;46750.00;16362.50;0.35;In-store
Kohl's;1128299;23/07/2021;Southeast;Virginia;Richmond;Men's Apparel;90.00;600;54000.00;21600.00;0.4;In-store
Kohl's;1128299;23/07/2021;Southeast;Virginia;Richmond;Women's Apparel;105.00;600;63000.00;18900.00;0.3;In-store
Kohl's;1128299;24/08/2021;Southeast;Virginia;Richmond;Men's Street Footwear;90.00;800;72000.00;25200.00;0.35;In-store
Kohl's;1128299;24/08/2021;Southeast;Virginia;Richmond;Men's Athletic Footwear;80.00;775;62000.00;21700.00;0.35;In-store
Kohl's;1128299;24/08/2021;Southeast;Virginia;Richmond;Women's Street Footwear;70.00;650;45500.00;15925.00;0.35;In-store
Kohl's;1128299;24/08/2021;Southeast;Virginia;Richmond;Women's Athletic Footwear;70.00;425;29750.00;10412.50;0.35;In-store
Kohl's;1128299;24/08/2021;Southeast;Virginia;Richmond;Men's Apparel;70.00;425;29750.00;11900.00;0.4;In-store
Kohl's;1128299;24/08/2021;Southeast;Virginia;Richmond;Women's Apparel;75.00;250;18750.00;5625.00;0.3;In-store
Kohl's;1128299;25/09/2021;Southeast;Virginia;Richmond;Men's Street Footwear;50.00;450;22500.00;7875.00;0.35;In-store
Kohl's;1128299;25/09/2021;Southeast;Virginia;Richmond;Men's Athletic Footwear;55.00;450;24750.00;8662.50;0.35;In-store
Kohl's;1128299;25/09/2021;Southeast;Virginia;Richmond;Women's Street Footwear;50.00;250;12500.00;4375.00;0.35;In-store
Kohl's;1128299;25/09/2021;Southeast;Virginia;Richmond;Women's Athletic Footwear;50.00;200;10000.00;3500.00;0.35;In-store
Kohl's;1128299;25/09/2021;Southeast;Virginia;Richmond;Men's Apparel;60.00;225;13500.00;5400.00;0.4;In-store
Kohl's;1128299;25/09/2021;Southeast;Virginia;Richmond;Women's Apparel;45.00;250;11250.00;3375.00;0.3;In-store
Kohl's;1128299;24/10/2021;Southeast;Virginia;Richmond;Men's Street Footwear;40.00;350;14000.00;4900.00;0.35;In-store
Kohl's;1128299;24/10/2021;Southeast;Virginia;Richmond;Men's Athletic Footwear;55.00;525;28875.00;10106.25;0.35;In-store
Kohl's;1128299;24/10/2021;Southeast;Virginia;Richmond;Women's Street Footwear;50.00;350;17500.00;6125.00;0.35;In-store
Kohl's;1128299;24/10/2021;Southeast;Virginia;Richmond;Women's Athletic Footwear;45.00;325;14625.00;5118.75;0.35;In-store
Kohl's;1128299;24/10/2021;Southeast;Virginia;Richmond;Men's Apparel;55.00;300;16500.00;6600.00;0.4;In-store
Kohl's;1128299;24/10/2021;Southeast;Virginia;Richmond;Women's Apparel;60.00;350;21000.00;6300.00;0.3;In-store
Kohl's;1128299;24/11/2021;Southeast;Virginia;Richmond;Men's Street Footwear;45.00;575;25875.00;9056.25;0.35;In-store
Kohl's;1128299;24/11/2021;Southeast;Virginia;Richmond;Men's Athletic Footwear;50.00;650;32500.00;11375.00;0.35;In-store
Kohl's;1128299;24/11/2021;Southeast;Virginia;Richmond;Women's Street Footwear;45.00;475;21375.00;7481.25;0.35;In-store
Kohl's;1128299;24/11/2021;Southeast;Virginia;Richmond;Women's Athletic Footwear;55.00;450;24750.00;8662.50;0.35;In-store
Kohl's;1128299;24/11/2021;Southeast;Virginia;Richmond;Men's Apparel;75.00;425;31875.00;12750.00;0.4;In-store
Kohl's;1128299;24/11/2021;Southeast;Virginia;Richmond;Women's Apparel;80.00;550;44000.00;13200.00;0.3;In-store
Kohl's;1128299;23/12/2021;Southeast;Virginia;Richmond;Men's Street Footwear;65.00;750;48750.00;17062.50;0.35;In-store
Kohl's;1128299;23/12/2021;Southeast;Virginia;Richmond;Men's Athletic Footwear;75.00;750;56250.00;19687.50;0.35;In-store
Kohl's;1128299;23/12/2021;Southeast;Virginia;Richmond;Women's Street Footwear;70.00;550;38500.00;13475.00;0.35;In-store
Kohl's;1128299;23/12/2021;Southeast;Virginia;Richmond;Women's Athletic Footwear;70.00;550;38500.00;13475.00;0.35;In-store
Kohl's;1128299;23/12/2021;Southeast;Virginia;Richmond;Men's Apparel;80.00;475;38000.00;15200.00;0.4;In-store
Kohl's;1128299;23/12/2021;Southeast;Virginia;Richmond;Women's Apparel;85.00;575;48875.00;14662.50;0.3;In-store
Kohl's;1185732;19/01/2021;Southeast;Virginia;Richmond;Men's Street Footwear;35.00;750;26250.00;13125.00;0.5;In-store
Kohl's;1185732;19/01/2021;Southeast;Virginia;Richmond;Men's Athletic Footwear;35.00;550;19250.00;7700.00;0.4;In-store
Kohl's;1185732;19/01/2021;Southeast;Virginia;Richmond;Women's Street Footwear;25.00;550;13750.00;4125.00;0.3;In-store
Kohl's;1185732;19/01/2021;Southeast;Virginia;Richmond;Women's Athletic Footwear;30.00;400;12000.00;4200.00;0.35;In-store
Kohl's;1185732;19/01/2021;Southeast;Virginia;Richmond;Men's Apparel;45.00;450;20250.00;8100.00;0.4;In-store
Kohl's;1185732;19/01/2021;Southeast;Virginia;Richmond;Women's Apparel;35.00;550;19250.00;10587.50;0.55;In-store
Kohl's;1185732;17/02/2021;Southeast;Virginia;Richmond;Men's Street Footwear;35.00;800;28000.00;14000.00;0.5;In-store
Kohl's;1185732;17/02/2021;Southeast;Virginia;Richmond;Men's Athletic Footwear;35.00;450;15750.00;6300.00;0.4;In-store
Kohl's;1185732;17/02/2021;Southeast;Virginia;Richmond;Women's Street Footwear;25.00;500;12500.00;3750.00;0.3;In-store
Kohl's;1185732;17/02/2021;Midwest;Michigan;Detroit;Women's Athletic Footwear;30.00;375;11250.00;3937.50;0.35;In-store
Kohl's;1185732;17/02/2021;Midwest;Michigan;Detroit;Men's Apparel;45.00;450;20250.00;8100.00;0.4;In-store
Kohl's;1185732;17/02/2021;Midwest;Michigan;Detroit;Women's Apparel;35.00;550;19250.00;10587.50;0.55;In-store
Kohl's;1185732;15/03/2021;Midwest;Michigan;Detroit;Men's Street Footwear;35.00;770;26950.00;13475.00;0.5;In-store
Kohl's;1185732;15/03/2021;Midwest;Michigan;Detroit;Men's Athletic Footwear;35.00;450;15750.00;6300.00;0.4;In-store
Kohl's;1185732;15/03/2021;Midwest;Michigan;Detroit;Women's Street Footwear;25.00;475;11875.00;3562.50;0.3;In-store
Kohl's;1185732;15/03/2021;Midwest;Michigan;Detroit;Women's Athletic Footwear;30.00;325;9750.00;3412.50;0.35;In-store
Kohl's;1185732;15/03/2021;Midwest;Michigan;Detroit;Men's Apparel;45.00;375;16875.00;6750.00;0.4;In-store
Kohl's;1185732;15/03/2021;Midwest;Michigan;Detroit;Women's Apparel;35.00;475;16625.00;9143.75;0.55;In-store
Kohl's;1185732;16/04/2021;Midwest;Michigan;Detroit;Men's Street Footwear;35.00;725;25375.00;12687.50;0.5;In-store
Kohl's;1185732;16/04/2021;Midwest;Michigan;Detroit;Men's Athletic Footwear;40.00;425;17000.00;6800.00;0.4;In-store
Kohl's;1185732;16/04/2021;Midwest;Michigan;Detroit;Women's Street Footwear;30.00;450;13500.00;4050.00;0.3;In-store
Kohl's;1185732;16/04/2021;Midwest;Michigan;Detroit;Women's Athletic Footwear;35.00;375;13125.00;4593.75;0.35;In-store
Kohl's;1185732;16/04/2021;Midwest;Michigan;Detroit;Men's Apparel;50.00;400;20000.00;8000.00;0.4;In-store
Kohl's;1185732;16/04/2021;Midwest;Michigan;Detroit;Women's Apparel;40.00;525;21000.00;11550.00;0.55;In-store
Kohl's;1185732;15/05/2021;Midwest;Michigan;Detroit;Men's Street Footwear;50.00;795;39750.00;19875.00;0.5;In-store
Kohl's;1185732;15/05/2021;Midwest;Michigan;Detroit;Men's Athletic Footwear;50.00;500;25000.00;10000.00;0.4;In-store
Kohl's;1185732;15/05/2021;Midwest;Michigan;Detroit;Women's Street Footwear;45.00;475;21375.00;6412.50;0.3;In-store
Kohl's;1185732;15/05/2021;Midwest;Michigan;Detroit;Women's Athletic Footwear;45.00;450;20250.00;7087.50;0.35;In-store
Kohl's;1185732;15/05/2021;Midwest;Michigan;Detroit;Men's Apparel;55.00;475;26125.00;10450.00;0.4;In-store
Kohl's;1185732;15/05/2021;Midwest;Michigan;Detroit;Women's Apparel;60.00;575;34500.00;18975.00;0.55;In-store
Kohl's;1185732;17/06/2021;Midwest;Michigan;Detroit;Men's Street Footwear;55.00;825;45375.00;22687.50;0.5;In-store
Kohl's;1185732;17/06/2021;Midwest;Michigan;Detroit;Men's Athletic Footwear;50.00;575;28750.00;11500.00;0.4;In-store
Kohl's;1185732;17/06/2021;Midwest;Michigan;Detroit;Women's Street Footwear;45.00;550;24750.00;7425.00;0.3;In-store
Kohl's;1185732;17/06/2021;Midwest;Michigan;Detroit;Women's Athletic Footwear;45.00;525;23625.00;8268.75;0.35;In-store
Kohl's;1185732;17/06/2021;Midwest;Michigan;Detroit;Men's Apparel;60.00;525;31500.00;12600.00;0.4;In-store
Kohl's;1185732;17/06/2021;Midwest;Michigan;Detroit;Women's Apparel;65.00;675;43875.00;24131.25;0.55;In-store
Kohl's;1185732;15/07/2021;Midwest;Michigan;Detroit;Men's Street Footwear;60.00;900;54000.00;27000.00;0.5;In-store
Kohl's;1185732;15/07/2021;Midwest;Michigan;Detroit;Men's Athletic Footwear;55.00;650;35750.00;14300.00;0.4;In-store
Kohl's;1185732;15/07/2021;Midwest;Michigan;Detroit;Women's Street Footwear;50.00;575;28750.00;8625.00;0.3;In-store
Kohl's;1185732;15/07/2021;Midwest;Michigan;Detroit;Women's Athletic Footwear;50.00;525;26250.00;9187.50;0.35;In-store
Kohl's;1185732;15/07/2021;Midwest;Michigan;Detroit;Men's Apparel;60.00;550;33000.00;13200.00;0.4;In-store
Kohl's;1185732;15/07/2021;Midwest;Michigan;Detroit;Women's Apparel;65.00;725;47125.00;25918.75;0.55;In-store
Kohl's;1185732;16/08/2021;Midwest;Michigan;Detroit;Men's Street Footwear;60.00;875;52500.00;26250.00;0.5;In-store
Kohl's;1185732;16/08/2021;Midwest;Michigan;Detroit;Men's Athletic Footwear;55.00;650;35750.00;14300.00;0.4;In-store
Kohl's;1185732;16/08/2021;Midwest;Michigan;Detroit;Women's Street Footwear;45.00;575;25875.00;7762.50;0.3;In-store
Kohl's;1185732;16/08/2021;Midwest;Michigan;Detroit;Women's Athletic Footwear;35.00;525;18375.00;6431.25;0.35;In-store
Kohl's;1185732;16/08/2021;Midwest;Michigan;Detroit;Men's Apparel;45.00;500;22500.00;9000.00;0.4;In-store
Kohl's;1185732;16/08/2021;Midwest;Michigan;Detroit;Women's Apparel;50.00;675;33750.00;18562.50;0.55;In-store
Kohl's;1185732;15/09/2021;Midwest;Michigan;Detroit;Men's Street Footwear;45.00;800;36000.00;18000.00;0.5;In-store
Kohl's;1185732;15/09/2021;Midwest;Michigan;Detroit;Men's Athletic Footwear;40.00;600;24000.00;9600.00;0.4;In-store
Kohl's;1185732;15/09/2021;Midwest;Michigan;Detroit;Women's Street Footwear;35.00;500;17500.00;5250.00;0.3;In-store
Kohl's;1185732;15/09/2021;Midwest;Michigan;Detroit;Women's Athletic Footwear;35.00;475;16625.00;5818.75;0.35;In-store
Kohl's;1185732;15/09/2021;Midwest;Michigan;Detroit;Men's Apparel;45.00;475;21375.00;8550.00;0.4;In-store
Kohl's;1185732;15/09/2021;Midwest;Michigan;Detroit;Women's Apparel;50.00;575;28750.00;15812.50;0.55;In-store
Kohl's;1185732;17/10/2021;Midwest;Michigan;Detroit;Men's Street Footwear;50.00;750;37500.00;18750.00;0.5;In-store
Kohl's;1185732;17/10/2021;Midwest;Michigan;Detroit;Men's Athletic Footwear;40.00;575;23000.00;9200.00;0.4;In-store
Kohl's;1185732;17/10/2021;Midwest;Michigan;Detroit;Women's Street Footwear;40.00;425;17000.00;5100.00;0.3;In-store
Kohl's;1185732;17/10/2021;Midwest;Michigan;Detroit;Women's Athletic Footwear;40.00;400;16000.00;5600.00;0.35;In-store
Kohl's;1185732;17/10/2021;Midwest;Michigan;Detroit;Men's Apparel;50.00;400;20000.00;8000.00;0.4;In-store
Kohl's;1185732;17/10/2021;Midwest;Michigan;Detroit;Women's Apparel;55.00;525;28875.00;15881.25;0.55;In-store
Kohl's;1185732;16/11/2021;Midwest;Michigan;Detroit;Men's Street Footwear;50.00;675;33750.00;16875.00;0.5;In-store
Kohl's;1185732;16/11/2021;Midwest;Michigan;Detroit;Men's Athletic Footwear;45.00;500;22500.00;9000.00;0.4;In-store
Kohl's;1185732;16/11/2021;Midwest;Michigan;Detroit;Women's Street Footwear;45.00;445;20025.00;6007.50;0.3;In-store
Kohl's;1185732;16/11/2021;Midwest;Michigan;Detroit;Women's Athletic Footwear;45.00;475;21375.00;7481.25;0.35;In-store
Kohl's;1185732;16/11/2021;Midwest;Michigan;Detroit;Men's Apparel;60.00;450;27000.00;10800.00;0.4;In-store
Kohl's;1185732;16/11/2021;Midwest;Michigan;Detroit;Women's Apparel;65.00;625;40625.00;22343.75;0.55;In-store
Kohl's;1185732;15/12/2021;Midwest;Michigan;Detroit;Men's Street Footwear;60.00;850;51000.00;25500.00;0.5;In-store
Kohl's;1185732;15/12/2021;Midwest;Michigan;Detroit;Men's Athletic Footwear;50.00;650;32500.00;13000.00;0.4;In-store
Kohl's;1185732;15/12/2021;Midwest;Michigan;Detroit;Women's Street Footwear;50.00;600;30000.00;9000.00;0.3;In-store
Kohl's;1185732;15/12/2021;Midwest;Michigan;Detroit;Women's Athletic Footwear;50.00;550;27500.00;9625.00;0.35;In-store
Kohl's;1185732;15/12/2021;Midwest;Michigan;Detroit;Men's Apparel;60.00;550;33000.00;13200.00;0.4;In-store
Kohl's;1185732;15/12/2021;Midwest;Michigan;Detroit;Women's Apparel;65.00;650;42250.00;23237.50;0.55;In-store
Kohl's;1185732;18/01/2021;Midwest;Michigan;Detroit;Men's Street Footwear;30.00;625;18750.00;7500.00;0.4;In-store
Kohl's;1185732;18/01/2021;Midwest;Michigan;Detroit;Men's Athletic Footwear;30.00;425;12750.00;4462.50;0.35;In-store
Kohl's;1185732;18/01/2021;Midwest;Michigan;Detroit;Women's Street Footwear;20.00;425;8500.00;2975.00;0.35;In-store
Kohl's;1185732;18/01/2021;Midwest;Michigan;Detroit;Women's Athletic Footwear;25.00;275;6875.00;2750.00;0.4;In-store
Kohl's;1185732;18/01/2021;Midwest;Michigan;Detroit;Men's Apparel;40.00;325;13000.00;4550.00;0.35;In-store
Kohl's;1185732;18/01/2021;Midwest;Michigan;Detroit;Women's Apparel;30.00;425;12750.00;6375.00;0.5;In-store
Kohl's;1185732;18/02/2021;Midwest;Michigan;Detroit;Men's Street Footwear;30.00;675;20250.00;8100.00;0.4;In-store
Kohl's;1185732;18/02/2021;Midwest;Michigan;Detroit;Men's Athletic Footwear;30.00;325;9750.00;3412.50;0.35;In-store
Kohl's;1185732;18/02/2021;Midwest;Michigan;Detroit;Women's Street Footwear;20.00;375;7500.00;2625.00;0.35;In-store
Kohl's;1185732;18/02/2021;Midwest;Missouri;St. Louis;Women's Athletic Footwear;25.00;250;6250.00;2500.00;0.4;In-store
Kohl's;1185732;18/02/2021;Midwest;Missouri;St. Louis;Men's Apparel;40.00;325;13000.00;4550.00;0.35;In-store
Kohl's;1185732;18/02/2021;Midwest;Missouri;St. Louis;Women's Apparel;30.00;400;12000.00;6000.00;0.5;In-store
Kohl's;1185732;17/03/2021;Midwest;Missouri;St. Louis;Men's Street Footwear;35.00;620;21700.00;8680.00;0.4;In-store
Kohl's;1185732;17/03/2021;Midwest;Missouri;St. Louis;Men's Athletic Footwear;35.00;300;10500.00;3675.00;0.35;In-store
Kohl's;1185732;17/03/2021;Midwest;Missouri;St. Louis;Women's Street Footwear;25.00;350;8750.00;3062.50;0.35;In-store
Kohl's;1185732;17/03/2021;Midwest;Missouri;St. Louis;Women's Athletic Footwear;30.00;200;6000.00;2400.00;0.4;In-store
Kohl's;1185732;17/03/2021;Midwest;Missouri;St. Louis;Men's Apparel;45.00;250;11250.00;3937.50;0.35;In-store
Kohl's;1185732;17/03/2021;Midwest;Missouri;St. Louis;Women's Apparel;35.00;350;12250.00;6125.00;0.5;In-store
Kohl's;1185732;18/04/2021;Midwest;Missouri;St. Louis;Men's Street Footwear;35.00;575;20125.00;8050.00;0.4;In-store
Kohl's;1185732;18/04/2021;Midwest;Missouri;St. Louis;Men's Athletic Footwear;30.00;275;8250.00;2887.50;0.35;In-store
Kohl's;1185732;18/04/2021;Midwest;Missouri;St. Louis;Women's Street Footwear;20.00;275;5500.00;1925.00;0.35;In-store
Kohl's;1185732;18/04/2021;Midwest;Missouri;St. Louis;Women's Athletic Footwear;25.00;200;5000.00;2000.00;0.4;In-store
Kohl's;1185732;18/04/2021;Midwest;Missouri;St. Louis;Men's Apparel;40.00;225;9000.00;3150.00;0.35;In-store
Kohl's;1185732;18/04/2021;Midwest;Missouri;St. Louis;Women's Apparel;30.00;350;10500.00;5250.00;0.5;In-store
Kohl's;1185732;19/05/2021;Midwest;Missouri;St. Louis;Men's Street Footwear;40.00;620;24800.00;9920.00;0.4;In-store
Kohl's;1185732;19/05/2021;Midwest;Missouri;St. Louis;Men's Athletic Footwear;35.00;325;11375.00;3981.25;0.35;In-store
Kohl's;1185732;19/05/2021;Midwest;Missouri;St. Louis;Women's Street Footwear;30.00;300;9000.00;3150.00;0.35;In-store
Kohl's;1185732;19/05/2021;Midwest;Missouri;St. Louis;Women's Athletic Footwear;30.00;225;6750.00;2700.00;0.4;In-store
Kohl's;1185732;19/05/2021;Midwest;Missouri;St. Louis;Men's Apparel;45.00;250;11250.00;3937.50;0.35;In-store
Kohl's;1185732;19/05/2021;Midwest;Missouri;St. Louis;Women's Apparel;50.00;350;17500.00;8750.00;0.5;In-store
Kohl's;1185732;18/06/2021;Midwest;Missouri;St. Louis;Men's Street Footwear;35.00;600;21000.00;8400.00;0.4;In-store
Kohl's;1185732;18/06/2021;Midwest;Missouri;St. Louis;Men's Athletic Footwear;30.00;350;10500.00;3675.00;0.35;In-store
Kohl's;1185732;18/06/2021;Midwest;Missouri;St. Louis;Women's Street Footwear;25.00;375;9375.00;3281.25;0.35;In-store
Kohl's;1185732;18/06/2021;Midwest;Missouri;St. Louis;Women's Athletic Footwear;25.00;350;8750.00;3500.00;0.4;In-store
Kohl's;1185732;18/06/2021;Midwest;Missouri;St. Louis;Men's Apparel;40.00;350;14000.00;4900.00;0.35;In-store
Kohl's;1185732;18/06/2021;Midwest;Missouri;St. Louis;Women's Apparel;45.00;525;23625.00;11812.50;0.5;In-store
Kohl's;1185732;17/07/2021;Midwest;Missouri;St. Louis;Men's Street Footwear;40.00;750;30000.00;12000.00;0.4;In-store
Kohl's;1185732;17/07/2021;Midwest;Missouri;St. Louis;Men's Athletic Footwear;35.00;500;17500.00;6125.00;0.35;In-store
Kohl's;1185732;17/07/2021;Midwest;Missouri;St. Louis;Women's Street Footwear;30.00;425;12750.00;4462.50;0.35;In-store
Kohl's;1185732;17/07/2021;Midwest;Missouri;St. Louis;Women's Athletic Footwear;30.00;375;11250.00;4500.00;0.4;In-store
Kohl's;1185732;17/07/2021;Midwest;Missouri;St. Louis;Men's Apparel;40.00;375;15000.00;5250.00;0.35;In-store
Kohl's;1185732;17/07/2021;Midwest;Missouri;St. Louis;Women's Apparel;45.00;550;24750.00;12375.00;0.5;In-store
Kohl's;1185732;18/08/2021;Midwest;Missouri;St. Louis;Men's Street Footwear;40.00;700;28000.00;11200.00;0.4;In-store
Kohl's;1185732;18/08/2021;Midwest;Missouri;St. Louis;Men's Athletic Footwear;40.00;475;19000.00;6650.00;0.35;In-store
Kohl's;1185732;18/08/2021;Midwest;Missouri;St. Louis;Women's Street Footwear;35.00;400;14000.00;4900.00;0.35;In-store
Kohl's;1185732;18/08/2021;Midwest;Missouri;St. Louis;Women's Athletic Footwear;25.00;325;8125.00;3250.00;0.4;In-store
Kohl's;1185732;18/08/2021;Midwest;Missouri;St. Louis;Men's Apparel;35.00;300;10500.00;3675.00;0.35;In-store
Kohl's;1185732;18/08/2021;Midwest;Missouri;St. Louis;Women's Apparel;40.00;475;19000.00;9500.00;0.5;In-store
Kohl's;1185732;19/09/2021;Midwest;Missouri;St. Louis;Men's Street Footwear;35.00;600;21000.00;8400.00;0.4;In-store
Kohl's;1185732;19/09/2021;Midwest;Missouri;St. Louis;Men's Athletic Footwear;30.00;400;12000.00;4200.00;0.35;In-store
Kohl's;1185732;19/09/2021;Midwest;Missouri;St. Louis;Women's Street Footwear;15.00;300;4500.00;1575.00;0.35;In-store
Kohl's;1185732;19/09/2021;Midwest;Missouri;St. Louis;Women's Athletic Footwear;15.00;275;4125.00;1650.00;0.4;In-store
Kohl's;1185732;19/09/2021;Midwest;Missouri;St. Louis;Men's Apparel;25.00;275;6875.00;2406.25;0.35;In-store
Kohl's;1185732;19/09/2021;Midwest;Missouri;St. Louis;Women's Apparel;30.00;350;10500.00;5250.00;0.5;In-store
Kohl's;1185732;18/10/2021;Midwest;Missouri;St. Louis;Men's Street Footwear;35.00;525;18375.00;7350.00;0.4;In-store
Kohl's;1185732;18/10/2021;Midwest;Missouri;St. Louis;Men's Athletic Footwear;25.00;350;8750.00;3062.50;0.35;In-store
Kohl's;1185732;18/10/2021;Midwest;Missouri;St. Louis;Women's Street Footwear;25.00;250;6250.00;2187.50;0.35;In-store
Kohl's;1185732;18/10/2021;Midwest;Missouri;St. Louis;Women's Athletic Footwear;25.00;225;5625.00;2250.00;0.4;In-store
Kohl's;1185732;18/10/2021;Midwest;Missouri;St. Louis;Men's Apparel;35.00;225;7875.00;2756.25;0.35;In-store
Kohl's;1185732;18/10/2021;Midwest;Missouri;St. Louis;Women's Apparel;40.00;350;14000.00;7000.00;0.5;In-store
Kohl's;1185732;18/11/2021;Midwest;Missouri;St. Louis;Men's Street Footwear;35.00;500;17500.00;7000.00;0.4;In-store
Kohl's;1185732;18/11/2021;Midwest;Missouri;St. Louis;Men's Athletic Footwear;25.00;350;8750.00;3062.50;0.35;In-store
Kohl's;1185732;18/11/2021;Midwest;Missouri;St. Louis;Women's Street Footwear;25.00;295;7375.00;2581.25;0.35;In-store
Kohl's;1185732;18/11/2021;Midwest;Missouri;St. Louis;Women's Athletic Footwear;25.00;325;8125.00;3250.00;0.4;In-store
Kohl's;1185732;18/11/2021;Midwest;Missouri;St. Louis;Men's Apparel;45.00;300;13500.00;4725.00;0.35;In-store
Kohl's;1185732;18/11/2021;Midwest;Missouri;St. Louis;Women's Apparel;50.00;400;20000.00;10000.00;0.5;In-store
Kohl's;1185732;17/12/2021;Midwest;Missouri;St. Louis;Men's Street Footwear;45.00;650;29250.00;11700.00;0.4;In-store
Kohl's;1185732;17/12/2021;Midwest;Missouri;St. Louis;Men's Athletic Footwear;35.00;450;15750.00;5512.50;0.35;In-store
Kohl's;1185732;17/12/2021;Midwest;Missouri;St. Louis;Women's Street Footwear;35.00;400;14000.00;4900.00;0.35;In-store
Kohl's;1185732;17/12/2021;Midwest;Missouri;St. Louis;Women's Athletic Footwear;35.00;350;12250.00;4900.00;0.4;In-store
Kohl's;1185732;17/12/2021;Midwest;Missouri;St. Louis;Men's Apparel;45.00;350;15750.00;5512.50;0.35;In-store
Kohl's;1185732;17/12/2021;Midwest;Missouri;St. Louis;Women's Apparel;50.00;450;22500.00;11250.00;0.5;In-store
Kohl's;1185732;11/01/2021;Midwest;Missouri;St. Louis;Men's Street Footwear;25.00;675;16875.00;6750.00;0.4;In-store
Kohl's;1185732;11/01/2021;Midwest;Missouri;St. Louis;Men's Athletic Footwear;25.00;475;11875.00;4156.25;0.35;In-store
Kohl's;1185732;11/01/2021;Midwest;Missouri;St. Louis;Women's Street Footwear;15.00;475;7125.00;2493.75;0.35;In-store
Kohl's;1185732;11/01/2021;Midwest;Missouri;St. Louis;Women's Athletic Footwear;20.00;325;6500.00;2600.00;0.4;In-store
Kohl's;1185732;11/01/2021;Midwest;Missouri;St. Louis;Men's Apparel;35.00;375;13125.00;4593.75;0.35;In-store
Kohl's;1185732;11/01/2021;Midwest;Missouri;St. Louis;Women's Apparel;25.00;475;11875.00;5937.50;0.5;In-store
Kohl's;1185732;11/02/2021;Midwest;Missouri;St. Louis;Men's Street Footwear;25.00;725;18125.00;7250.00;0.4;In-store
Kohl's;1185732;11/02/2021;Midwest;Missouri;St. Louis;Men's Athletic Footwear;25.00;375;9375.00;3281.25;0.35;In-store
Kohl's;1185732;11/02/2021;Midwest;Missouri;St. Louis;Women's Street Footwear;15.00;425;6375.00;2231.25;0.35;In-store
Kohl's;1185732;11/02/2021;West;Utah;Salt Lake City;Women's Athletic Footwear;20.00;300;6000.00;2400.00;0.4;In-store
Kohl's;1185732;11/02/2021;West;Utah;Salt Lake City;Men's Apparel;35.00;375;13125.00;4593.75;0.35;In-store
Kohl's;1185732;11/02/2021;West;Utah;Salt Lake City;Women's Apparel;25.00;450;11250.00;5625.00;0.5;In-store
Kohl's;1185732;10/03/2021;West;Utah;Salt Lake City;Men's Street Footwear;30.00;670;20100.00;8040.00;0.4;In-store
Kohl's;1185732;10/03/2021;West;Utah;Salt Lake City;Men's Athletic Footwear;30.00;350;10500.00;3675.00;0.35;In-store
Kohl's;1185732;10/03/2021;West;Utah;Salt Lake City;Women's Street Footwear;20.00;400;8000.00;2800.00;0.35;In-store
Kohl's;1185732;10/03/2021;West;Utah;Salt Lake City;Women's Athletic Footwear;25.00;250;6250.00;2500.00;0.4;In-store
Kohl's;1185732;10/03/2021;West;Utah;Salt Lake City;Men's Apparel;40.00;300;12000.00;4200.00;0.35;In-store
Kohl's;1185732;10/03/2021;West;Utah;Salt Lake City;Women's Apparel;30.00;400;12000.00;6000.00;0.5;In-store
Kohl's;1185732;11/04/2021;West;Utah;Salt Lake City;Men's Street Footwear;30.00;625;18750.00;7500.00;0.4;In-store
Kohl's;1185732;11/04/2021;West;Utah;Salt Lake City;Men's Athletic Footwear;25.00;325;8125.00;2843.75;0.35;In-store
Kohl's;1185732;11/04/2021;West;Utah;Salt Lake City;Women's Street Footwear;15.00;325;4875.00;1706.25;0.35;In-store
Kohl's;1185732;11/04/2021;West;Utah;Salt Lake City;Women's Athletic Footwear;20.00;250;5000.00;2000.00;0.4;In-store
Kohl's;1185732;11/04/2021;West;Utah;Salt Lake City;Men's Apparel;35.00;275;9625.00;3368.75;0.35;In-store
Kohl's;1185732;11/04/2021;West;Utah;Salt Lake City;Women's Apparel;25.00;400;10000.00;5000.00;0.5;In-store
Kohl's;1185732;12/05/2021;West;Utah;Salt Lake City;Men's Street Footwear;35.00;670;23450.00;9380.00;0.4;In-store
Kohl's;1185732;12/05/2021;West;Utah;Salt Lake City;Men's Athletic Footwear;30.00;375;11250.00;3937.50;0.35;In-store
Kohl's;1185732;12/05/2021;West;Utah;Salt Lake City;Women's Street Footwear;25.00;350;8750.00;3062.50;0.35;In-store
Kohl's;1185732;12/05/2021;West;Utah;Salt Lake City;Women's Athletic Footwear;25.00;275;6875.00;2750.00;0.4;In-store
Kohl's;1185732;12/05/2021;West;Utah;Salt Lake City;Men's Apparel;40.00;300;12000.00;4200.00;0.35;In-store
Kohl's;1185732;12/05/2021;West;Utah;Salt Lake City;Women's Apparel;45.00;400;18000.00;9000.00;0.5;In-store
Kohl's;1185732;11/06/2021;West;Utah;Salt Lake City;Men's Street Footwear;30.00;650;19500.00;7800.00;0.4;In-store
Kohl's;1185732;11/06/2021;West;Utah;Salt Lake City;Men's Athletic Footwear;25.00;400;10000.00;3500.00;0.35;In-store
Kohl's;1185732;11/06/2021;West;Utah;Salt Lake City;Women's Street Footwear;20.00;425;8500.00;2975.00;0.35;In-store
